from_id,to_id,time
15104,15105,1172534400
6148,6348,1176768000
20279,19005,1181174400
8963,33601,1194307200
37200,31655,1179187200
2372,6607,1179273600
9687,28315,1196640000
26373,8466,1210204800
42808,11419,1185840000
45074,13356,1214265600
28285,29854,1199404800
43971,17919,1178582400
20390,5735,1211241600
13553,10783,1174953600
23561,7208,1171929600
6087,1220,1193097600
161,28975,1188259200
23458,23459,1216857600
3829,5591,1203033600
24507,25161,1202169600
31847,19487,1186617600
24636,18700,1200009600
7396,6356,1209427200
18862,24508,1197936000
3212,3213,1182470400
25525,11973,1190678400
22631,5269,1213920000
30658,27845,1210550400
4221,25696,1206489600
44274,770,1175126400
10846,44109,1178668800
23673,7913,1219190400
7688,10680,1189468800
21250,13122,1220400000
27968,5481,1199836800
20929,7472,1212105600
28244,727,1211414400
28603,22853,1177372800
47283,16006,1199750400
32217,18240,1194998400
5729,26627,1192060800
4463,18907,1200009600
9216,23413,1207008000
19831,13725,1197417600
25128,8048,1211241600
14054,10080,1190678400
44514,26895,1213315200
39436,9671,1190332800
40179,30428,1212364800
13522,12156,1189728000
613,9104,1213833600
47660,31427,1207267200
17975,20691,1175558400
2244,29117,1187222400
8253,8254,1216080000
8526,38003,1217548800
4584,3606,1210723200
29481,13315,1172016000
45138,25192,1180396800
45449,2878,1207699200
8209,18017,1212969600
7376,33509,1212019200
23102,28629,1206403200
3537,13667,1179100800
30270,3486,1214265600
647,6320,1206921600
19931,4204,1191974400
2672,19583,1169683200
15341,7556,1212451200
12353,21201,1187913600
5262,11108,1179360000
3724,11634,1212624000
4584,9779,1171238400
2952,11220,1195084800
29836,11457,1186704000
4994,20968,1212105600
19687,6603,1185148800
4679,5780,1174262400
33514,120,1191283200
567,16761,1185840000
27566,10134,1215475200
5651,2609,1172016000
21252,8770,1171584000
10708,25148,1210291200
44406,7341,1177632000
2236,2237,1183334400
5156,6479,1214784000
28280,34308,1196899200
7155,23519,1194307200
37379,37380,1179964800
284,24105,1193702400
21826,8832,1207180800
32665,17120,1190678400
34552,23522,1217462400
2503,5094,1202083200
19714,11745,1203984000
15122,21777,1173312000
47164,12567,1222387200
24598,19005,1199750400
3876,25693,1221004800
5036,11364,1181692800
28239,7867,1196294400
26258,239,1195603200
22479,33076,1175126400
24622,31798,1197936000
6706,23939,1213574400
28854,15985,1221782400
13842,33811,1178150400
1560,24281,1189728000
2139,22684,1178150400
20978,6315,1223337600
26583,491,1175126400
12059,2958,1222646400
36580,5766,1205452800
698,1846,1179792000
25614,25615,1213747200
45190,9374,1211500800
12607,12806,1213747200
20951,30172,1213833600
6317,7838,1207872000
1974,15713,1198195200
6924,20498,1221523200
26767,27418,1206921600
14616,14484,1196084325
9637,22969,1211846400
935,35088,1208131200
18711,1636,1200009600
21872,21873,1184630400
14031,2374,1177977600
47905,22258,1201046400
7864,31338,1208476800
99,1498,1219190400
13443,19127,1211328000
25869,3626,1191283200
7467,20024,1209081600
2258,2259,1217980800
1108,2506,1222300800
9102,6408,1199059200
2711,20189,1170892800
16673,10321,1208304000
3755,7627,1195603200
24516,14089,1223596800
6874,9959,1193184000
26361,2083,1193097600
30141,11398,1176768000
17004,1401,1194998400
847,14014,1180396800
686,37427,1209427200
4029,4030,1177286400
2012,17540,1197417600
12097,24450,1206489600
16770,1349,1172188800
17377,6036,1193270400
394,35331,1189728000
3698,14460,1180483200
7844,10853,1212451200
27471,16726,1219881600
14296,12689,1182470400
8027,30453,1212624000
17501,23350,1177891200
10342,17054,1216080000
18571,24704,1212969600
19873,19874,1211328000
37951,11851,1210204800
9865,13396,1175472000
1538,8249,1180051200
3785,3644,1222300800
37215,27131,1214870400
18707,111,1218585600
4322,4323,1223424000
6139,16498,1209513600
16501,16502,1176336000
24872,6887,1217203200
18795,11278,1203033600
29597,8742,1201046400
46141,16580,1210032000
6079,21334,1176940800
14546,29028,1203984000
5843,32618,1176422400
26266,3796,1200441600
26622,19797,1193702400
22657,12475,1209513600
37265,11987,1213056000
4040,4041,1222905600
6720,6332,1212537600
2076,28422,1186617600
7609,13084,1224028800
13715,9842,1205193600
2091,3493,1212451200
8084,12089,1185321600
19053,30857,1190678400
698,27079,1173225600
29548,40789,1179878400
1852,9026,1217808000
11050,2999,1198195200
43584,25348,1208908800
35912,7970,1177545600
46474,46475,1198627200
21732,33886,1210809600
2021,565,1199750400
12552,13379,1197849600
18604,7970,1177545600
2632,20937,1223337600
24106,23569,1216771200
7514,26550,1176940800
18628,3690,1177545600
16351,32402,1219881600
8440,22,1175472000
932,44319,1189382400
26230,3012,1173916800
19145,15394,1181260800
28346,1102,1197331200
37660,8425,1193875200
8078,11672,1213574400
1094,90,1212624000
3710,17730,1204156800
25942,2027,1177977600
26477,15630,1214438400
40380,24366,1199318400
8572,18550,1197849600
20712,28475,1172620800
6750,6751,1204675200
22072,12273,1214265600
16980,612,1213574400
24515,1224,1185408000
16620,44693,1204243200
31372,16815,1204502400
29318,14359,1175817600
18724,54,1170201600
1507,6258,1200355200
137,11730,1211846400
10032,19555,1223337600
12617,955,1177891200
2066,1551,1198454400
2008,977,1193616000
513,4633,1208304000
5156,4926,1212537600
42414,5851,1181692800
5729,5858,1175040000
1724,24577,1186444800
16803,16804,1199836800
1646,7197,1174521600
35888,13670,1210032000
47523,2979,1177545600
4622,5958,1170115200
29290,16946,1221177600
7249,27253,1193875200
4170,9657,1206057600
18130,18131,1209427200
2534,541,1200614400
17861,26387,1206316800
2764,20480,1186012800
39340,41963,1217462400
22201,30966,1176076800
41304,645,1197331200
932,34372,1212105600
3802,15239,1192579200
3299,3136,1171238400
13324,24229,1200268800
909,11634,1212624000
581,30275,1187049600
12197,17472,1172534400
21457,10477,1216166400
6766,4585,1177286400
5733,21922,1179187200
47438,10714,1170979200
12451,6603,1185148800
4508,8395,1179446400
1173,21556,1211328000
5256,5897,1207008000
11247,11248,1170633600
6850,6851,1170806400
4049,15412,1219363200
9931,11878,1219708800
29,19844,1176768000
3681,3682,1170633600
8085,3253,1196640000
26573,14630,1205280000
1858,5385,1185148800
4148,14010,1207699200
29880,17986,1185321600
7470,8644,1199404800
19128,19129,1202428800
14902,10954,1218585600
1912,2357,1199750400
10342,31986,1190937600
19645,19646,1208822400
4896,26324,1175558400
12052,20748,1172102400
8460,14424,1215043200
5085,37858,1220918400
753,8955,1184716800
41772,40721,1201564800
15687,2945,1213660800
319,24871,1179705600
2171,6980,1182211200
30301,27763,1217289600
4931,21293,1196035200
8287,8288,1170115200
16755,10006,1196208000
22961,8224,1198195200
2076,6600,1193788800
1233,1675,1218153600
6296,11912,1176249600
1719,17051,1171238400
11746,26666,1206576000
4254,15862,1205712000
1223,21037,1185926400
666,11618,1174867200
964,25598,1188950400
36080,33814,1216080000
40937,7173,1185840000
406,7768,1212969600
7361,18899,1204502400
42952,9571,1220400000
25013,29761,1222300800
42955,34889,1208736000
26567,26568,1222905600
29826,29827,1188950400
39992,18761,1175126400
38555,37152,1209600000
1550,8097,1211500800
5664,2830,1220486400
18978,413,1203465600
666,2805,1177027200
13056,17658,1222732800
569,2064,1193270400
27808,4008,1190678400
18787,17837,1207699200
13312,547,1216080000
31180,31181,1208304000
6586,23325,1187222400
20279,3545,1190332800
12004,6833,1169596800
38634,14784,1209686400
6542,6870,1174953600
13339,563,1220918400
5070,3987,1178582400
13596,3462,1211328000
23954,11671,1201046400
18139,4477,1172448000
6379,41847,1173657600
13551,37166,1220313600
14414,37463,1214179200
5625,29096,1172102400
16663,13328,1222992000
20256,21127,1171324800
3580,3581,1192492800
22420,50,1196294400
13098,8859,1180051200
309,14955,1205452800
1629,18053,1175558400
7026,12945,1218672000
32575,16014,1210291200
28347,1745,1209600000
7439,7440,1198022400
1297,9274,1196380800
6145,1494,1219363200
42932,22592,1210636800
5031,5032,1208995200
47571,13006,1202774400
2499,33675,1218412800
5035,35304,1208822400
13339,17552,1219622400
28940,3119,1215043200
12526,26460,1197244800
23572,3447,1178064000
4356,35367,1178150400
6436,6437,1222041600
458,22403,1205280000
4494,8396,1190937600
3059,35560,1220400000
5188,32652,1170115200
2610,2415,1217462400
40337,1830,1181520000
8027,8028,1209340800
7225,1987,1176940800
12956,15534,1182729600
16663,38384,1219708800
17788,32420,1175472000
19335,11630,1219276800
1550,21060,1210032000
35223,8096,1201219200
10489,17081,1221782400
964,15753,1190592000
11089,12484,1176681600
1858,15355,1190764800
13998,16880,1170633600
35250,35251,1180051200
35541,1102,1197331200
8417,21489,1210723200
13614,35232,1216339200
15585,15586,1217808000
37234,21405,1195603200
28390,18256,1183680000
33510,33444,1202256000
39184,23690,1210291200
20063,1827,1176336000
9293,9294,1216339200
16620,7262,1197417600
20070,5282,1195084800
22070,22607,1199059200
1094,162,1189555200
38815,1887,1212105600
33299,20270,1201132800
15420,15317,1182816000
20483,20484,1201132800
26083,45944,1211328000
3853,3854,1191974400
2426,2427,1214179200
434,18383,1203984000
24277,24278,1214179200
46692,12623,1187740800
5070,7996,1192406400
30935,9247,1193270400
2562,913,1183420800
25063,25118,1209945600
4309,27936,1213833600
10968,13917,1214265600
38637,23519,1194307200
4305,13962,1216252800
26081,23314,1199404800
6829,616,1209945600
32323,23501,1207267200
3215,22938,1206057600
248,5224,1204588800
41086,20208,1181692800
1754,11357,1174435200
13428,22243,1191974400
22479,8434,1198108800
17085,15985,1221782400
33900,19090,1175126400
27149,5832,1220400000
6239,6240,1213228800
1583,11483,1179964800
36555,20346,1203638400
26094,33855,1171929600
3286,19750,1202342400
16620,13726,1205280000
2171,3106,1187740800
24653,14357,1176076800
33403,8405,1210032000
32413,5273,1206576000
11621,33362,1203552000
37383,11623,1176940800
27179,221,1199836800
12653,11309,1175472000
26222,3238,1220313600
1966,11246,1176336000
35927,13249,1213315200
5578,36032,1214870400
7268,38946,1176422400
625,626,1212624000
43960,9067,1217894400
40440,363,1196899200
738,22265,1176768000
26537,26538,1202428800
4569,5198,1176854400
808,4717,1184025600
29688,4888,1184025600
2715,7996,1192406400
12616,8825,1174867200
39596,39575,1210636800
32876,3561,1185840000
9399,9400,1204675200
7923,24833,1190073600
17025,19044,1187913600
3508,12992,1182211200
8441,11252,1209081600
7149,11343,1178064000
9404,40378,1182297600
42788,24932,1200614400
23758,3223,1215475200
38560,30017,1217548800
8287,9096,1191283200
17893,4646,1182988800
11594,11595,1195171200
1014,40045,1209513600
8299,5056,1199923200
11484,25023,1212451200
48065,41681,1170288000
13927,20111,1176336000
17220,3127,1214870400
8956,25185,1214870400
44792,27112,1185235200
37788,6939,1174262400
9276,9277,1196812800
14583,16537,1176422400
38596,16279,1204675200
12601,9214,1181779200
14856,11476,1180915200
11597,12981,1193011200
34121,3771,1215388800
2714,43676,1179792000
2350,8294,1205193600
8542,26637,1189728000
19089,23050,1169424000
40894,8928,1186358400
8209,47237,1212019200
5227,5228,1219881600
2331,40198,1196121600
16728,5362,1205280000
1797,576,1210723200
1763,25719,1198713600
2118,12583,1213660800
4088,25002,1215993600
2909,27553,1208476800
23206,10378,1212019200
21743,3440,1218758400
20448,9484,1223596800
7810,19888,1208131200
28420,5532,1182902400
21613,27180,1194998400
39623,231,1212019200
13514,7694,1210550400
11139,614,1214784000
3824,26884,1182211200
2778,6603,1185148800
16673,2878,1207699200
27898,39998,1205193600
12641,7709,1197417600
2200,2753,1179792000
15197,3223,1215475200
24326,10062,1210636800
20056,6308,1191974400
4071,7713,1213920000
42901,10108,1206576000
19089,4914,1203897600
384,385,1176336000
3643,21763,1218412800
8701,8702,1173916800
29080,22684,1178150400
3264,2564,1211155200
27773,3493,1212451200
382,383,1178150400
26585,17058,1191369600
25033,28518,1198195200
8441,3123,1210204800
19037,12141,1213315200
2770,10420,1210204800
29000,6639,1176768000
17761,84,1219708800
15138,15139,1206316800
33256,28295,1215648000
23648,24424,1206662400
876,21086,1214438400
5,4419,1169424000
9875,8577,1215648000
40735,5485,1192406400
2512,13982,1197936000
14841,6990,1221696000
5472,9721,1199750400
2774,2775,1205712000
1857,15415,1175040000
20103,12003,1215993600
35127,5160,1188259200
24786,689,1219795200
36296,5687,1174348800
761,20597,1173312000
4521,30327,1203984000
14594,12067,1181606400
36028,23752,1211500800
6916,42451,1206662400
5625,20714,1175644800
34290,3408,1196726400
35122,13494,1212019200
268,7966,1211500800
4998,22866,1194998400
13802,29524,1181088000
8506,26732,1185753600
39286,4037,1205452800
38251,5565,1211846400
20297,3043,1198195200
10617,9804,1219190400
19636,66,1220400000
11856,17752,1212710400
6744,2326,1207180800
1501,21542,1200614400
23894,14683,1200528000
23241,23242,1202342400
22559,9536,1214265600
23366,3606,1210723200
319,20560,1194393600
41207,6567,1192060800
712,3192,1174435200
33141,5877,1211155200
1323,18147,1212451200
5654,2577,1222041600
11484,1613,1213056000
4874,11318,1218585600
2650,21985,1203033600
5541,26204,1171238400
20670,20671,1172102400
5593,19944,1181260800
4088,1778,1215475200
20103,16497,1217203200
35405,17416,1210636800
19131,39754,1178582400
10386,21806,1223510400
30230,29752,1217894400
4889,3911,1212105600
446,18620,1213660800
23437,22442,1211241600
4959,7943,1205798400
2420,39728,1212624000
37621,20819,1200441600
10170,22753,1203465600
4126,6348,1176768000
38230,24281,1189728000
1728,21928,1174867200
73,24737,1184025600
6393,16303,1200268800
759,20419,1194307200
7907,7908,1212451200
8552,30448,1223942400
18060,2144,1220313600
3768,15092,1197331200
8869,18221,1221696000
1026,6015,1201737600
45073,35831,1176249600
30715,8011,1196985600
27175,13335,1195430400
37489,13738,1178582400
19370,15282,1216684800
7628,7629,1221091200
20253,26854,1197590400
9240,28375,1216944000
12199,12200,1175472000
29,42530,1184284800
1566,1216,1213228800
8055,8056,1183420800
18959,1413,1174867200
4478,4479,1178150400
25257,5609,1209081600
10113,10692,1180483200
18739,10460,1201132800
45791,5439,1172707200
3080,6476,1172448000
39374,14747,1190246400
2066,8591,1202428800
22005,12591,1221177600
14411,16045,1176940800
4843,22597,1184889600
44677,17913,1216857600
9457,8452,1179273600
39345,5451,1221782400
7652,1565,1195171200
36051,3045,1194220800
1554,28935,1172534400
18918,5812,1189036800
824,825,1208822400
4021,12901,1181001600
42150,5619,1222387200
5443,11861,1174521600
12230,6713,1210896000
3845,15556,1212537600
9246,10278,1185235200
32766,29267,1185840000
3368,3369,1199232000
18038,2158,1178064000
4653,32131,1200355200
12601,891,1171411200
7289,8849,1202169600
40424,4170,1206662400
28147,200,1214956800
4667,24508,1197936000
10688,24012,1204588800
21371,13152,1201478400
28485,11577,1175817600
20397,3981,1213920000
4078,11010,1210204800
21641,27129,1188259200
9158,1496,1189468800
24170,506,1197417600
660,36988,1187308800
1185,35574,1213660800
18485,6899,1213660800
18993,1209,1194307200
11406,42696,1213833600
4988,16841,1196985600
15223,22274,1188950400
1263,44092,1179273600
7875,2753,1205798400
1201,44559,1188518400
8176,7248,1212105600
43661,4584,1208131200
5374,604,1205798400
932,20177,1189555200
30692,36560,1184889600
1933,1934,1206403200
17236,2404,1193097600
40585,17934,1185840000
44621,10486,1191888000
7700,7701,1199664000
6056,19771,1211846400
16367,4711,1195603200
3618,3619,1217548800
24971,11142,1175126400
35475,16897,1191974400
41597,2057,1218412800
13578,3987,1178582400
24701,8764,1210032000
793,20301,1222732800
12616,38137,1173744000
1282,34283,1198800000
25961,25878,1194998400
8068,8851,1218672000
10406,41672,1188259200
3853,16437,1196726400
12412,22157,1174867200
26157,5836,1213315200
786,3792,1181088000
1138,31093,1189382400
12085,24308,1176768000
5251,36390,1224028800
24071,20690,1186531200
20978,13020,1217203200
6213,11844,1185494400
625,2874,1185494400
43462,20183,1173916800
10573,19077,1208736000
4017,18140,1214265600
9507,18700,1200009600
9156,10116,1188259200
18289,6009,1180656000
39224,5521,1173052800
7450,5430,1210204800
46255,36426,1217980800
256,21246,1214179200
40619,1989,1170201600
4279,13748,1203984000
268,1004,1192406400
40106,3205,1202428800
53,15708,1174867200
2922,5962,1220918400
25756,32282,1180569600
24253,2415,1217462400
19146,7299,1210291200
7588,13396,1175472000
20254,23867,1173225600
9841,10178,1205193600
10390,15189,1181001600
3797,3798,1201046400
10016,15175,1202169600
15984,17651,1210636800
10625,30579,1184630400
18478,3997,1194998400
2375,18273,1203984000
38696,42021,1190073600
7528,14798,1192060800
10255,3862,1213315200
3948,38409,1186358400
2792,22221,1220918400
1992,4110,1212364800
27328,4067,1210723200
8441,18377,1213056000
1719,9660,1169683200
173,15189,1181001600
18820,21937,1211328000
8084,26209,1179187200
10831,6788,1223510400
38996,4689,1182988800
4136,15076,1217548800
656,8956,1207267200
2392,5577,1182816000
3167,17112,1211414400
4225,848,1182988800
1281,24097,1170892800
8579,12452,1194393600
43601,3331,1202169600
45294,2249,1219968000
6099,1796,1218153600
30600,22550,1193097600
12958,28165,1197936000
14050,39118,1222992000
2419,17913,1216857600
23500,23501,1207267200
7813,6215,1187136000
24416,18978,1202256000
29332,8413,1206576000
13485,8519,1220411622
17104,4356,1199750400
7741,7623,1219968000
25582,39183,1186012800
360,2347,1199750400
11464,11451,1218499200
19405,2355,1211241600
5558,5559,1210032000
1527,22351,1180483200
16908,22536,1195084800
40976,26370,1212904553
19112,16851,1188950400
18914,18213,1218067200
374,11805,1213574400
1680,3511,1219881600
868,18298,1180915200
1777,32975,1220572800
3915,24576,1206576000
3512,22046,1196640000
36050,995,1211500800
16797,1987,1176940800
16253,12000,1200960000
12010,25997,1195776000
16084,44724,1177286400
20482,40742,1175040000
5654,41723,1219708800
27290,4952,1214352000
486,34694,1190764800
2684,25802,1197936000
11961,1893,1176681600
3710,1751,1212624000
35866,9038,1211846400
11195,16209,1199318400
2139,31024,1178755200
16395,8707,1170201600
1049,15598,1188345600
14779,16491,1183680000
17230,5413,1190678400
7856,21366,1184889600
25961,3815,1193788800
17314,34975,1205193600
41146,10462,1214870400
35200,15220,1207699200
18023,5339,1184112000
5479,12591,1221177600
32033,45726,1211846400
5887,7081,1171584000
11913,16859,1170028800
32440,13626,1200355200
19148,27937,1196035200
17355,16651,1193011200
7158,29863,1203638400
33126,3936,1205884800
2386,12749,1213315200
13514,13515,1208304000
8333,29253,1176940800
2770,3715,1207267200
47957,1644,1185753600
18631,18632,1216857600
8175,33447,1214870400
19172,21502,1177977600
44093,16525,1214265600
18289,24006,1174867200
24524,8321,1189641600
7174,3638,1203897600
12655,2114,1196985600
20643,2552,1189641600
14224,28072,1220486400
13780,15889,1175126400
22438,26928,1219104000
16240,3244,1211932800
8770,4910,1173744000
39858,21000,1204070400
37465,14220,1181692800
28535,28536,1219708800
2230,21378,1206921600
17815,15593,1186617600
12856,8521,1201478400
8282,19220,1214784000
27174,19320,1212710400
5556,5557,1181001600
39204,34526,1223337600
4767,5231,1201132800
11275,15848,1209427200
27946,9789,1190764800
41152,28456,1210723200
14563,29650,1199232000
33729,21363,1179187200
4725,3715,1207267200
20157,14685,1210723200
101,4812,1211414400
974,7022,1182470400
38595,17303,1223251200
8971,17727,1207180800
18202,21009,1202860800
2647,17666,1213660800
268,27327,1205193600
5985,8859,1180051200
38382,23520,1222646400
613,16917,1214524800
9768,2805,1177027200
4474,29137,1201564800
8864,8865,1201651200
39319,22700,1212710400
860,23266,1200355200
35474,16050,1205971200
394,12958,1187136000
37872,3862,1213315200
30221,38676,1219276800
14325,17676,1207872000
39099,1076,1178668800
1094,21965,1188864000
23437,15233,1213747200
26386,76,1193788800
36529,630,1213747200
40578,40579,1219363200
5283,5284,1188864000
6381,23041,1200528000
6395,19607,1210291200
894,8728,1200441600
12651,14444,1175731200
9193,11618,1174867200
35089,11707,1203379200
31090,2830,1220486400
14061,6293,1190592000
802,9859,1216771200
27015,11834,1191283200
12447,11252,1209081600
9359,28424,1175126400
950,22821,1193184000
8138,7888,1177372800
5651,5652,1209340800
4387,10540,1185494400
22570,22571,1210809600
15193,15194,1193011200
15116,18494,1215043200
29673,30732,1183939200
3229,24520,1199059200
22435,1334,1197331200
4666,18158,1209513600
15127,13122,1220400000
13039,22927,1171584000
23122,29484,1219363200
2786,2787,1197590400
35925,33447,1214870400
10470,10471,1185148800
3977,889,1205971200
11050,6387,1205712000
6257,6258,1200355200
4362,36121,1219190400
995,24340,1211932800
3407,15659,1214265600
13683,3054,1212105600
7158,40057,1219708800
27596,2864,1220572800
932,13585,1199232000
16157,5229,1222819200
12994,11663,1200528000
21451,4925,1195430400
21498,34718,1169596800
18855,14704,1209340800
32285,6545,1177286400
10346,8403,1197936000
7038,9789,1190764800
34872,340,1207872000
3309,23127,1174953600
14944,14945,1185235200
656,48037,1218672000
26073,3452,1195776000
11944,11945,1218672000
41818,10704,1175040000
1728,21244,1224115200
10761,14392,1199836800
10263,156,1187568000
28060,28061,1202774400
2035,5819,1196208000
37115,13625,1196726400
44146,6627,1210896000
18400,7096,1193270400
38608,11754,1220918400
36851,12553,1197504000
8894,7103,1222819200
2139,23845,1178150400
36057,22214,1219464977
34040,20590,1208822400
18571,2745,1206403200
18390,33759,1188864000
773,20346,1203638400
1948,24512,1217203200
25278,25728,1212710400
609,35339,1208217600
5381,9671,1190332800
14775,9636,1185148800
26571,1774,1180051200
13901,11006,1169769600
38246,26192,1171584000
3140,10934,1207008000
13500,8,1182902400
17261,2661,1195516800
27288,10768,1214179200
42404,5644,1205452800
11373,13193,1224028800
9348,1776,1205884800
21366,25378,1174435200
27805,11493,1223596800
27290,8883,1209686400
31041,12730,1189382400
660,3755,1212969600
25188,2611,1173398400
14137,14138,1222041600
7359,20508,1210118400
33148,23718,1210032000
10421,1995,1208304000
30762,30763,1199750400
18256,45610,1205193600
2950,18213,1218067200
26645,40721,1201564800
3468,4162,1184630400
23032,26264,1216944000
7799,30086,1187136000
37344,9697,1185840000
2089,7305,1181001600
20417,4853,1177545600
183,8977,1200441600
17004,22866,1194998400
23261,8074,1196726400
12668,41834,1184803200
3514,14878,1212537600
28372,5785,1171584000
20403,12665,1216944000
24319,24320,1187049600
10588,10589,1188950400
13578,9245,1200960000
26545,9912,1213574400
23576,13512,1216857600
11670,30245,1197936000
22658,19671,1201219200
635,17237,1176249600
12464,16389,1206057600
15984,13766,1210809600
4302,26099,1211932800
21986,21987,1223510400
44404,37841,1182297600
34568,11246,1176336000
12011,2114,1190332800
10968,9480,1217203200
8552,9738,1197936000
1399,5439,1172707200
937,9532,1175644800
32386,11037,1210291200
6933,13985,1209513600
1391,31146,1213574400
24851,10543,1193356800
13553,7192,1175212800
3233,15802,1171324800
3802,16124,1204502400
16990,16991,1221696000
11442,29738,1182211200
10497,11809,1181692800
26687,28836,1201564800
41255,9422,1182729600
5578,7773,1209600000
7340,3129,1184630400
1484,23193,1203033600
25182,3503,1209513600
1104,21381,1174435200
5310,3200,1214524800
9032,16178,1207612800
19571,28083,1205452800
7450,3192,1174435200
26911,9472,1171238400
20126,5909,1173657600
7528,13060,1190592000
1014,19258,1199404800
43666,12373,1184025600
2468,4381,1179446400
1566,22203,1202169600
28808,36616,1223424000
1964,43770,1213315200
12925,8733,1217462400
1953,15872,1216339200
6079,7002,1175126400
37404,13645,1213056000
7875,18841,1206921600
7736,20356,1195171200
16937,4249,1199923200
7825,34173,1179273600
4839,37371,1215648000
13542,27225,1202169600
4962,15357,1201651200
24636,19905,1202774400
5394,25644,1192752000
43167,33127,1219363200
4258,18070,1213056000
212,213,1211241600
38625,27135,1186012800
37447,12056,1194307200
22286,19578,1207612800
13151,28946,1198454400
6867,22351,1180483200
1678,582,1203379200
30963,114,1196812800
14372,1819,1206921600
2800,17897,1215475200
18685,4748,1202860800
25697,40588,1177286400
22090,29556,1172793600
4081,13848,1219708800
751,9460,1202774400
36196,2581,1174003200
19910,4570,1209686400
15150,30595,1211414400
38180,10649,1189641600
9573,9574,1181520000
8956,7445,1203897600
11806,15359,1209945600
6178,17051,1214265600
9122,6745,1220400000
29121,47500,1222041600
42401,6493,1179878400
7353,8302,1180396800
1719,8717,1176940800
1964,22908,1209427200
24929,3981,1213920000
12047,1535,1190592000
15893,37975,1218672000
32683,25105,1197331200
284,41925,1196208000
13553,17219,1182988800
30609,13861,1179273600
4875,33200,1218067200
1267,5388,1221091200
26578,6608,1204848000
6150,21062,1177459200
40163,25553,1196121600
4955,27180,1194998400
26496,11068,1209081600
3948,14354,1185408000
6146,6015,1201737600
10095,41119,1177286400
9631,2038,1197331200
7051,30732,1183939200
34213,3200,1214524800
15386,4323,1223424000
33983,6607,1179273600
4328,33884,1194566400
1728,2139,1182729600
16233,9194,1187568000
1170,12092,1188432000
31291,6421,1206057600
6933,7297,1214524800
25919,5282,1195084800
19117,19118,1221523200
39782,18668,1211846400
9315,44775,1208995200
20467,20468,1177977600
8001,1015,1205971200
1523,13046,1212105600
18860,3012,1173916800
36053,4589,1210032000
2772,14110,1209513600
14013,14014,1180396800
46091,24715,1197504000
14700,1995,1187913600
16579,16580,1210032000
8238,20308,1213315200
2348,23892,1179792000
45211,12151,1201564800
6184,1927,1194998400
2992,1211,1205798400
25601,18788,1215475200
9889,15369,1205884800
15769,15770,1213747200
31124,18148,1204070400
17285,15275,1220313600
13398,3813,1212019200
11185,36482,1181520000
2792,12822,1203638400
9856,2542,1219017600
7265,12591,1221177600
25001,1711,1202947200
7082,1977,1207872000
35699,1352,1208822400
9805,5449,1218499200
15261,4925,1195430400
876,19886,1207699200
18382,18383,1203984000
23740,6408,1199059200
11444,11445,1177027200
6413,283,1201046400
3832,8964,1187740800
19048,3979,1193702400
20980,1745,1209600000
1148,6476,1172448000
36042,8685,1218067200
21653,3276,1183334400
18919,685,1174608000
19436,1218,1209340800
21561,4005,1213228800
37508,37509,1219363200
29700,5407,1212451200
16076,4892,1219708800
2715,6887,1217203200
29295,334,1178755200
11028,13385,1221523200
10513,15030,1192579200
2770,3361,1200441600
28070,1405,1213228800
16071,25870,1198800000
17115,16286,1204675200
45719,18609,1181865600
9965,24875,1218067200
31961,31962,1179187200
16792,12995,1215993600
12335,12336,1204243200
29732,3972,1210032000
1922,12025,1206921600
6552,993,1204588800
4367,4368,1174521600
7866,7867,1177891200
31973,40160,1223596800
2967,2968,1188259200
16965,16966,1219104000
15430,4473,1208995200
40706,40707,1182729600
444,445,1176854400
22997,22998,1194480000
38502,31406,1170374400
1309,12187,1182297600
12856,8601,1212019200
10808,6245,1201219200
7439,2914,1215648000
13934,20124,1223510400
38079,23730,1186099200
2414,2415,1217462400
854,21903,1213747200
10191,764,1212624000
12476,10774,1192752000
16610,30277,1210809600
9375,16191,1187568000
9473,4720,1191974400
3870,7350,1176249600
10892,8118,1213660800
3698,6154,1174348800
8688,2300,1211328000
2911,15340,1201478400
10617,14447,1221436800
2962,16771,1196726400
710,16448,1188259200
25103,9484,1223596800
38836,9752,1177632000
29186,26449,1204761600
29669,4595,1175817600
11547,11548,1185840000
7755,13288,1173830400
1247,16550,1192492800
5933,26133,1193616000
1527,11115,1180051200
36132,4413,1177545600
13584,8886,1206921600
11028,20316,1206662400
3167,16399,1204675200
28977,18612,1223251200
36759,2148,1181606400
5818,23927,1210809600
1728,17889,1224201600
5833,5086,1179187200
4586,9545,1187827200
12649,1360,1189468800
2792,18886,1203897600
1003,10072,1177545600
25106,11544,1215734400
25478,23514,1179878400
35376,15030,1192579200
2222,19445,1204243200
37473,7094,1197417600
14747,18054,1190246400
13578,17811,1174348800
11652,11653,1216857600
12155,22868,1222646400
25826,9048,1197590400
920,2579,1210896000
18226,15278,1202342400
33781,33782,1182729600
4234,11433,1172102400
1660,16605,1207008000
43273,78,1224201600
2382,2995,1195084800
384,231,1212019200
42344,16832,1219104000
42195,14457,1169769600
1475,37922,1170979200
922,7059,1196380800
10759,2139,1182729600
28160,5762,1184803200
14618,11932,1213315200
5179,11002,1196208000
31675,22175,1185840000
43665,14527,1195171200
25847,30060,1211932800
595,6208,1184889600
12171,12172,1212364800
21274,10454,1223337600
5576,17564,1221782400
13942,9415,1212451200
